match_id	home_total_shots	home_shots_saved	home_corners	home_free_kicks	home_offsides	home_fouls	away_total_shots	away_shots_saved	away_corners	away_free_kicks	away_offsides	away_fouls	home_cards	away_cards
2486624	0	3	8	22	16	2	4	0	2	18	17	5	0	2
2486626	5	8	6	18	11	2	8	4	8	13	17	1	2	2
2486628	5	2	4	12	16	1	2	4	2	17	10	2	4	4
2486619	5	2	9	17	13	3	3	0	6	16	16	1	2	2
2486623	6	2	1	15	11	4	3	2	8	15	11	4	1	1
2486627	5	4	7	16	7	5	4	4	9	12	16	0	3	4
2486625	9	8	2	15	13	0	8	6	7	13	13	2	4	3
2486632	4	0	8	6	17	3	0	1	6	20	5	1	2	1
2486629	4	7	3	13	8	2	8	3	9	10	11	2	3	1
2486634	6	3	5	8	15	4	7	3	11	19	7	1	1	0
2486635	3	4	4	12	12	4	4	1	6	16	10	2	1	1
2486630	4	3	4	20	14	3	5	3	5	17	17	3	2	2
2486637	5	2	9	14	9	2	3	3	5	11	9	5	1	0
2486633	7	1	7	18	16	1	4	7	1	17	14	4	4	4
2486638	2	3	9	18	7	4	3	0	4	11	17	1	0	3
2486631	11	1	10	14	6	0	3	9	6	6	13	1	1	3
2486640	1	2	8	10	7	0	3	0	2	7	5	5	0	1
2486636	2	4	6	6	13	0	6	2	5	13	4	2	3	0
2486643	6	1	9	18	9	3	2	6	3	12	15	3	2	3
2486642	4	3	8	12	14	4	6	3	4	18	10	2	1	0
2486641	10	1	8	15	8	1	2	8	6	9	14	1	0	3
2486645	4	3	4	10	15	4	4	1	5	15	10	0	1	2
2486644	9	1	11	16	10	0	3	6	1	10	13	3	1	2
2486646	3	2	10	6	12	0	5	2	4	12	6	0	5	2
2486647	2	4	4	13	17	3	4	1	0	20	11	2	1	4
2486648	7	2	10	13	4	4	5	6	6	8	9	4	0	1
2486639	4	0	6	14	5	3	2	2	2	8	14	0	3	4
2486657	5	5	3	24	11	1	6	5	6	12	18	6	2	4
2486649	3	3	4	15	4	0	4	3	4	4	11	4	3	3
2486654	2	3	9	19	11	1	4	2	4	12	19	0	2	1
2486652	5	0	10	12	18	3	3	3	3	21	9	3	4	1
2486650	7	1	7	14	12	1	2	7	1	13	13	1	2	2
2486656	4	3	5	17	11	4	3	2	3	15	14	3	0	2
2486655	1	0	4	16	23	1	1	0	6	24	13	3	3	2
2486658	6	5	7	14	11	1	7	5	8	12	13	1	3	3
2486651	12	4	6	6	8	2	6	8	3	10	5	1	1	0
2486653	7	0	8	10	14	1	2	3	3	15	9	1	2	2
2486666	3	1	11	13	8	2	2	1	7	10	12	1	0	0
2486659	3	0	5	15	11	1	2	3	2	12	11	4	1	1
2486665	5	6	2	6	14	1	6	3	7	15	5	1	2	1
2486660	5	3	4	16	16	2	3	3	8	18	15	1	3	4
2486662	14	2	10	10	13	1	4	10	4	14	7	3	2	3
2486663	4	2	5	12	13	1	8	1	5	14	12	0	2	4
2486668	6	2	0	12	6	6	3	4	1	12	12	0	1	0
2486661	6	1	4	8	13	2	4	4	5	15	7	1	2	2
2486667	9	4	5	8	14	1	9	3	3	14	8	0	3	1
2486664	6	2	4	10	22	3	3	4	9	25	6	4	4	2
2486676	3	5	6	10	8	2	8	3	6	10	10	0	2	4
2486670	6	6	10	11	13	1	8	4	6	14	8	3	2	2
2486673	6	3	4	12	10	2	4	3	9	12	11	1	1	2
2486674	5	2	6	12	17	2	2	3	6	19	7	5	3	2
2486677	3	4	4	8	9	2	5	3	5	11	7	1	0	1
2486671	4	5	7	10	15	6	5	1	4	21	10	0	2	3
2486678	3	1	5	15	5	2	1	2	2	7	13	2	1	0
2486672	7	4	4	15	7	4	5	5	6	11	14	1	5	3
2486669	6	3	9	14	11	4	3	3	1	15	11	3	0	3
2486679	3	6	9	15	13	1	9	3	5	14	10	5	1	1
2486675	0	0	3	12	10	1	2	0	5	11	11	1	2	3
2486680	2	1	5	21	11	0	5	0	7	11	20	1	1	3
2486682	5	2	6	9	8	0	3	5	5	8	6	3	1	0
2486685	4	5	3	12	12	1	7	4	3	13	10	2	3	2
2486687	11	3	6	12	14	2	4	8	6	16	8	4	1	2
2486686	1	9	1	14	9	0	14	1	2	9	11	3	0	0
2486684	3	1	9	10	9	1	4	2	0	10	7	3	0	2
2486688	5	3	4	16	5	1	3	2	7	6	14	2	1	3
2486683	5	1	16	5	10	2	3	5	3	12	5	0	3	3
2486692	9	2	3	13	15	3	5	9	3	18	13	0	4	1
2486681	5	0	8	14	11	4	0	4	1	15	12	2	3	2
2486691	2	0	6	12	11	0	1	2	1	11	12	0	0	3
2486693	7	2	5	13	12	1	2	5	7	13	12	1	1	1
2486694	2	0	4	13	11	1	1	2	3	12	12	1	0	1
2486697	3	4	6	15	12	3	4	1	3	15	12	3	3	1
2486696	4	1	3	17	13	3	3	1	5	16	16	1	2	2
2486695	4	0	9	12	11	0	2	7	0	11	9	3	3	1
2486690	2	4	1	17	12	2	5	1	8	14	14	3	0	2
2486707	9	4	10	14	9	6	5	7	3	15	12	2	3	5
2486689	10	3	7	9	6	3	3	3	7	9	9	0	0	2
2486702	7	1	8	11	15	0	2	6	6	15	7	4	4	1
2486698	5	1	6	14	7	2	4	5	3	9	13	1	2	1
2486699	1	3	7	11	8	1	4	0	7	9	7	4	3	2
2486703	6	1	13	8	9	3	4	4	1	12	8	0	2	4
2486705	3	4	3	19	14	0	5	3	4	14	16	3	2	2
2486701	2	6	3	9	11	5	7	2	6	16	7	2	4	1
2486708	5	6	9	16	7	3	5	5	9	10	14	2	2	3
2486700	5	4	5	17	10	3	6	4	6	13	15	2	0	4
2486706	7	0	7	15	11	1	1	7	1	12	13	2	3	4
2486704	3	4	5	18	14	2	4	4	8	16	17	1	2	4
2486730	4	1	6	9	14	2	1	4	4	16	9	0	0	0
2486738	7	2	11	26	12	0	5	4	7	12	21	5	2	3
2486733	9	3	13	11	6	1	3	6	1	7	9	2	1	3
2486732	5	0	3	21	8	3	2	3	0	11	15	6	1	3
2486737	2	2	2	19	9	2	2	1	3	11	18	1	2	1
2486734	6	3	9	19	6	0	3	5	5	6	16	3	1	5
2486729	5	2	8	5	12	3	2	3	9	15	4	1	2	0
2486736	2	0	5	11	9	0	0	1	2	9	11	0	2	2
2486731	2	0	2	4	11	3	3	1	6	14	1	3	1	0
2486735	5	5	3	14	14	3	8	3	5	17	11	3	1	2
2486740	5	2	6	16	10	1	3	4	4	11	15	1	2	6
2486739	8	0	0	13	16	2	1	5	3	18	11	2	2	4
2486742	2	3	10	10	11	0	4	2	2	11	10	0	0	2
2486741	5	6	1	14	10	4	8	4	6	14	12	2	2	1
2486743	3	1	5	11	10	4	3	3	4	14	10	1	3	4
2486745	9	2	10	6	12	4	2	9	3	16	3	3	0	1
2486746	3	4	4	20	7	1	5	3	1	8	13	7	1	2
2486747	3	5	5	15	11	0	5	1	6	11	14	1	2	2
2486748	6	2	6	14	14	2	5	3	4	16	9	5	1	0
2486744	8	1	6	15	8	0	1	6	5	8	15	0	0	1
2486752	4	3	6	16	17	6	4	1	3	23	16	0	1	3
2486756	3	4	2	9	10	2	8	2	5	12	9	0	1	1
2486749	9	1	7	12	10	3	1	6	5	13	9	3	1	1
2486754	5	3	7	15	8	0	3	5	5	8	15	0	0	5
2486751	7	5	9	15	9	1	6	5	2	10	11	4	3	3
2486758	5	3	7	20	7	1	2	5	5	7	17	3	1	2
2486750	3	6	2	9	5	4	6	2	6	9	9	0	2	1
2486753	10	3	3	10	11	0	3	7	4	11	10	0	1	4
2486755	3	1	4	14	12	5	1	0	2	17	10	4	1	1
2486757	3	5	4	16	13	1	6	3	5	14	16	0	0	3
2486762	20	0	9	8	7	2	1	14	2	9	6	2	0	2
2486763	5	2	9	13	11	3	4	4	4	14	8	5	0	0
2486759	2	4	4	16	13	1	5	2	9	14	9	7	0	0
2486767	3	1	4	9	8	1	4	0	4	9	7	2	2	1
2486765	5	3	10	8	9	1	3	6	5	10	8	0	0	0
2486761	1	1	2	19	15	0	3	0	3	15	16	3	4	2
2486766	5	1	8	14	14	0	3	4	4	14	14	0	3	4
2486768	4	4	6	12	14	1	4	3	4	15	11	1	0	1
2486764	4	1	1	17	11	4	3	1	3	15	12	5	2	1
2486760	8	0	6	12	13	5	3	6	6	18	11	1	0	2
2486773	1	3	4	19	12	0	3	0	10	12	17	2	0	1
2486774	6	7	7	10	11	3	7	4	6	14	9	1	0	4
2486769	11	1	6	12	6	4	2	6	5	10	9	3	1	1
2486775	8	1	10	14	15	0	2	5	2	15	12	2	0	1
2486778	6	1	2	17	8	2	6	3	4	10	15	2	4	3
2486770	5	3	5	8	9	3	3	4	3	12	4	4	2	0
2486771	9	0	9	22	5	3	2	7	0	8	21	1	1	6
2486776	5	2	8	19	13	2	2	4	4	15	18	1	5	2
2486772	2	3	4	11	11	2	7	0	13	13	11	0	2	1
2486777	3	1	4	14	10	2	2	0	7	12	14	0	1	7
2486785	3	7	3	12	18	2	8	2	6	20	11	1	3	3
2486784	4	1	8	12	15	0	5	2	4	15	12	0	2	2
2486786	3	2	9	14	11	5	4	3	6	16	12	2	3	3
2486787	5	5	4	17	13	1	4	5	6	14	14	3	2	2
2486788	4	1	4	17	19	1	4	3	10	20	14	3	3	1
2486779	3	3	1	9	15	3	4	3	6	18	7	2	2	0
2486783	4	1	2	10	7	2	2	0	5	9	10	0	2	0
2486792	4	2	7	20	16	1	4	4	6	17	18	2	3	3
2486780	6	3	6	18	8	3	3	4	6	11	16	2	2	1
2486782	5	0	5	9	11	4	2	5	6	15	6	3	2	1
2486795	6	6	6	7	6	0	6	4	3	6	5	2	0	2
2486793	9	1	5	13	12	1	1	8	6	13	13	0	1	3
2486781	6	1	1	17	9	4	3	2	5	13	13	4	0	3
2486790	6	2	7	14	8	4	5	3	3	12	13	1	0	4
2486798	3	3	2	19	18	2	4	1	5	20	17	2	0	4
2486791	3	2	3	14	13	2	3	1	7	15	11	3	3	1
2486789	8	3	5	9	6	0	3	8	2	6	8	1	1	0
2486796	4	5	6	10	10	5	5	4	3	15	6	4	2	2
2486794	4	7	7	10	10	1	8	3	7	11	10	0	2	0
2486800	4	3	6	15	16	2	4	3	4	18	15	0	3	0
2486806	5	0	8	12	9	5	2	3	3	14	10	2	1	3
2486797	5	4	4	18	11	1	7	4	3	12	13	5	2	4
2486801	2	1	0	10	15	3	7	1	9	18	10	0	0	0
2486805	6	2	6	15	15	2	2	6	6	17	12	3	1	0
2486804	4	5	9	12	14	0	7	4	6	14	10	2	1	2
2486808	4	3	2	13	12	1	4	4	4	13	13	0	1	0
2486807	7	4	9	17	14	2	5	6	8	16	16	1	2	3
2486803	4	2	7	17	13	1	4	1	6	14	11	6	1	2
2486812	7	4	10	14	10	3	4	4	7	13	13	1	1	4
2486802	7	4	7	11	5	1	4	4	7	6	9	2	0	2
2486799	3	3	6	8	18	1	3	3	2	19	8	0	4	3
2486813	7	2	9	20	9	3	3	5	6	12	17	3	2	4
2486815	5	1	1	13	13	3	4	0	1	16	11	2	3	4
2486816	4	3	6	17	8	1	3	2	2	9	17	0	1	2
2486818	8	2	13	8	11	2	2	7	3	13	6	2	3	4
2486811	1	9	0	12	8	3	12	0	5	11	11	1	2	0
2486809	3	3	5	11	11	1	5	0	3	12	9	2	2	1
2486814	9	3	9	10	12	1	4	9	3	13	9	1	1	0
2486810	6	1	3	15	12	1	1	5	6	13	13	2	2	2
2486823	6	1	15	10	11	2	3	5	1	13	9	1	2	3
2486825	4	1	4	9	11	0	2	2	8	11	8	1	1	0
2486824	5	1	9	11	16	0	2	3	3	16	11	0	1	1
2486820	5	0	2	15	6	1	0	4	6	7	12	3	1	1
2486817	5	4	8	9	6	3	5	5	7	9	8	1	3	4
2486827	4	2	7	19	11	0	4	3	2	11	17	2	2	3
2486822	1	2	7	6	7	4	6	0	6	11	6	0	0	1
2486826	10	1	7	8	9	1	2	2	4	10	4	4	0	1
2486828	11	5	6	13	13	4	5	8	8	17	12	1	0	1
2486819	11	2	6	12	7	1	3	11	1	8	11	1	0	1
2486829	3	2	7	14	13	1	2	3	6	14	11	3	1	1
2486832	4	9	3	8	12	1	9	2	12	13	8	0	2	0
2486821	3	2	6	12	11	1	5	2	4	12	10	2	4	3
2486833	11	4	6	9	18	4	5	5	3	22	7	2	1	1
2486836	3	1	6	10	9	0	2	1	8	9	6	4	3	1
2486834	5	1	8	15	14	2	1	5	9	16	15	0	4	1
2486838	4	1	7	15	12	1	5	1	8	13	13	2	1	4
2486830	3	1	4	19	9	1	5	2	5	10	17	2	2	3
2486835	8	7	11	11	8	1	11	6	7	9	9	2	0	3
2486837	5	5	3	11	12	1	6	2	4	13	10	1	3	4
2486839	12	5	7	10	6	1	6	8	3	7	7	3	1	0
2486831	5	3	5	8	15	8	3	4	5	23	8	2	1	0
2486841	10	7	11	8	11	2	8	7	3	13	7	1	2	1
2486844	4	1	8	12	14	4	1	4	1	18	12	0	2	4
2486840	6	2	7	7	10	1	3	6	2	11	6	1	1	2
2486842	4	0	7	8	20	2	0	3	3	22	8	0	2	0
2486843	4	3	3	12	10	1	4	4	5	11	8	4	1	2
2486845	6	1	5	7	8	3	2	1	6	11	6	1	0	0
2486846	6	4	8	17	13	0	4	4	4	13	9	8	1	1
2486847	4	1	2	12	8	1	1	2	3	9	8	4	2	1
2872115	10	1	9	14	9	5	4	6	4	14	12	2	0	1
2872123	4	2	3	9	12	3	5	1	3	15	8	1	0	3
2486848	6	5	3	5	12	1	6	3	9	13	4	1	4	2
2872117	6	2	8	11	14	2	5	4	5	16	9	2	6	3
2872122	2	0	13	15	9	0	0	2	0	9	14	1	2	1
2872118	4	3	12	18	5	0	7	6	9	5	17	1	1	3
2872119	4	1	6	15	10	2	1	3	7	12	9	6	1	1
2872124	6	2	8	3	16	2	2	3	2	18	3	0	3	1
2872116	1	3	3	10	6	6	5	1	10	12	9	1	0	2
2872120	6	1	11	11	20	1	1	1	1	21	7	4	2	2
2872121	3	6	5	11	6	2	8	3	7	8	10	1	3	2
2872126	1	1	5	14	11	1	2	1	5	12	11	3	1	2
2872132	1	3	3	11	12	1	7	1	5	13	11	0	1	1
2872128	5	2	6	12	9	0	2	3	2	9	10	2	1	0
2872127	3	5	7	15	13	5	5	2	3	18	10	5	3	4
2872129	13	1	4	15	11	2	1	12	2	13	12	3	1	3
2872131	4	9	2	14	5	4	9	3	9	9	11	3	0	0
2872125	3	6	8	22	7	1	8	3	5	8	15	7	1	3
2872134	5	7	7	5	18	1	9	2	2	19	5	0	1	3
2872133	7	0	14	20	13	0	2	6	3	13	20	0	4	3
2872130	7	1	7	13	7	0	2	5	1	7	10	3	2	3
2872138	6	2	5	13	10	0	2	6	4	10	10	3	0	1
2872135	3	6	2	17	13	0	8	2	5	13	14	3	5	5
2872137	3	2	1	11	10	0	4	3	1	10	10	1	4	1
2872140	8	4	9	9	11	1	4	6	3	12	6	3	1	2
2872141	8	2	7	11	15	0	4	5	5	15	10	1	1	3
2872143	0	2	3	22	11	0	2	0	11	11	18	4	2	1
2872136	7	1	6	7	12	0	1	5	3	12	7	0	2	2
2872142	6	3	10	17	8	1	4	5	7	9	11	6	0	0
2872139	9	0	4	14	6	3	0	7	3	9	9	5	2	4
2872144	2	1	10	9	10	2	2	1	4	12	9	0	2	2
2872150	10	3	8	11	11	5	4	5	3	16	9	2	2	4
2872145	9	2	10	12	13	4	2	6	3	17	12	0	0	1
2872146	6	2	2	5	9	1	3	3	6	10	4	1	2	0
2872151	1	1	7	13	8	2	3	1	4	10	12	1	0	0
2872148	1	2	7	16	17	4	5	1	3	21	13	3	3	1
2872149	2	4	2	11	11	0	6	1	9	11	8	3	1	0
2872152	5	7	5	14	10	1	8	3	11	11	10	4	0	0
2872154	5	2	10	15	12	0	2	3	3	12	14	1	1	2
2872147	2	3	3	15	7	8	3	1	13	15	14	1	1	1
2872155	3	0	6	13	5	1	2	1	4	6	12	1	0	0
2872153	4	7	7	15	11	1	8	4	5	12	15	0	2	3
2872157	3	3	5	12	14	0	4	3	5	14	11	1	5	1
2872159	9	2	12	15	8	1	3	9	2	9	10	5	1	2
2872158	3	0	8	8	4	3	1	2	4	7	7	1	1	1
2872161	4	3	7	14	14	2	4	2	5	16	13	1	3	1
2872162	8	0	11	8	9	0	0	8	1	9	8	0	1	3
2872164	2	2	2	10	17	2	1	2	3	19	9	1	2	2
2872156	4	2	5	18	11	4	2	3	1	15	15	3	4	3
2872163	1	4	3	6	7	2	10	1	11	9	5	1	2	0
2872160	6	3	4	16	15	2	3	2	1	17	13	3	1	1
2872174	4	0	4	25	11	6	3	2	3	17	20	5	4	3
2872167	3	2	3	18	10	5	2	3	4	15	14	4	3	2
2872168	4	3	4	11	11	1	4	1	6	12	11	0	3	1
2872171	3	4	8	12	13	2	5	3	4	15	10	2	1	4
2872170	9	0	8	8	6	0	0	4	2	6	7	1	3	1
2872172	2	0	5	14	6	0	4	1	0	6	13	1	2	2
2872165	6	1	7	15	8	0	1	4	4	8	15	0	1	4
2872166	3	5	2	8	6	1	6	2	8	7	8	0	2	1
2872169	8	3	3	13	13	4	6	6	6	17	12	1	3	3
2872173	3	2	5	18	11	0	4	2	4	11	16	2	1	3
2872179	1	3	4	6	7	4	7	1	7	11	4	2	1	1
2872175	4	1	7	10	6	1	1	4	5	7	8	2	1	0
2872180	7	1	6	10	7	2	1	3	5	9	9	1	0	0
2872183	4	1	7	12	12	1	3	2	6	13	12	0	3	0
2872182	5	2	5	14	9	1	3	3	6	10	11	3	1	2
2872184	4	1	2	11	10	1	1	3	1	11	11	0	3	2
2872189	6	1	7	15	8	4	1	6	3	12	14	1	0	2
2872177	2	4	4	13	9	8	5	2	8	17	13	0	0	2
2872186	6	5	7	14	10	2	6	5	4	12	13	1	2	3
2872178	4	1	9	8	13	1	2	4	3	14	7	1	2	2
2872176	9	1	6	12	7	2	1	7	5	9	10	2	0	2
2872181	5	2	1	8	11	1	3	4	5	12	6	2	1	1
2872187	5	4	5	11	7	1	5	3	8	8	5	6	2	1
2872190	14	0	5	10	4	2	2	7	0	6	9	1	0	1
2872192	3	2	5	15	12	1	2	1	3	13	15	0	1	5
2872193	8	1	9	7	7	4	1	5	5	11	6	1	1	3
2872194	2	5	2	8	8	1	7	0	5	9	8	0	1	0
2872204	3	2	10	14	5	3	5	3	3	8	12	2	1	0
2872185	5	6	7	11	11	5	7	3	1	16	10	1	4	1
2872188	3	0	4	8	14	1	1	2	1	15	7	1	2	2
2872191	2	2	3	8	12	1	4	0	8	13	8	0	1	2
2872195	8	3	6	17	13	6	5	3	6	19	14	3	2	3
2872201	4	1	8	10	15	4	3	3	3	19	9	1	0	1
2872197	4	2	4	15	12	2	3	2	7	14	12	3	4	2
2872198	10	1	4	9	9	1	1	7	5	10	7	2	2	3
2872202	4	6	7	13	6	0	9	3	6	6	11	2	0	1
2872199	3	1	3	14	11	0	1	2	5	11	13	1	4	2
2872212	4	4	6	14	10	2	4	3	3	12	13	1	1	0
2872196	3	8	0	14	14	2	13	1	7	16	13	1	2	1
2872203	5	6	3	9	2	1	7	1	5	3	7	2	0	1
2872200	6	2	8	9	12	2	2	5	3	14	8	1	0	1
2872206	6	1	5	10	9	2	2	4	2	11	9	1	0	0
2872211	7	0	9	9	9	0	0	4	2	9	8	1	0	1
2872209	8	0	11	14	18	3	2	4	2	21	13	1	1	2
2872214	4	2	1	8	11	4	5	2	2	15	7	1	2	3
2872208	5	4	5	10	8	3	5	3	3	11	9	1	3	0
2872213	0	2	8	11	11	4	3	0	1	15	9	2	4	4
2872205	1	5	5	9	5	0	6	1	5	5	5	4	2	0
2872207	2	1	2	11	9	0	1	1	7	9	10	1	3	1
2872210	3	2	3	11	7	4	2	1	10	11	10	1	0	2
2872221	7	2	4	13	12	0	4	5	10	12	8	5	0	0
2872217	3	3	3	20	8	4	3	2	5	12	16	4	2	4
2872220	4	0	9	5	3	2	1	4	1	5	4	1	0	0
2872215	8	3	4	20	16	0	3	7	7	16	20	0	1	3
2872222	2	1	8	13	13	1	2	3	7	14	11	2	2	1
2872219	4	4	11	13	11	5	5	4	9	16	12	1	2	2
2872224	1	3	2	14	10	4	7	0	3	14	13	1	3	0
2872226	5	4	7	17	12	8	4	3	4	20	16	1	4	1
2872223	3	3	10	11	5	3	3	2	9	8	7	4	0	2
2872216	5	1	2	12	17	3	3	2	5	20	11	1	0	2
2872218	5	2	5	16	13	3	3	2	5	16	14	2	1	6
2872225	5	3	8	10	10	1	4	1	11	11	10	0	4	2
2872228	5	1	8	13	14	3	1	2	6	17	11	2	1	1
2872227	3	4	6	7	12	3	6	1	7	15	6	1	1	0
2872230	1	2	1	11	8	3	4	1	7	11	10	1	1	1
2872229	7	3	9	26	8	1	5	5	4	9	25	1	2	3
2872231	8	0	10	11	15	2	0	5	2	17	9	2	1	1
2872234	2	3	3	11	12	2	7	2	4	14	10	1	2	3
2872233	6	5	3	14	12	0	6	4	1	12	11	3	1	4
2872232	7	4	11	8	9	1	5	3	4	10	7	1	1	1
2872236	4	2	5	5	8	2	3	2	2	10	5	0	1	1
2872239	6	2	5	9	9	2	2	5	0	11	8	1	0	2
2872244	4	1	5	13	9	0	2	3	5	9	12	1	1	1
2872243	5	1	8	19	11	2	2	4	0	13	14	5	1	4
2872240	3	2	6	13	10	4	5	3	3	14	11	2	1	2
2872242	1	4	4	4	16	3	5	1	5	19	4	0	4	2
2872241	5	1	7	12	6	0	2	1	2	6	12	0	0	0
2872238	4	2	7	13	10	0	3	3	8	10	8	5	0	0
2872237	1	3	3	12	7	3	5	0	7	10	9	3	4	3
2872235	2	1	5	18	7	4	2	2	5	11	15	3	2	0
2872247	3	4	10	7	17	5	4	4	5	22	7	1	2	0
2872248	3	4	4	10	5	2	5	1	9	7	9	1	1	2
2872249	3	3	5	10	12	0	7	1	5	12	10	0	2	1
2872250	4	1	1	13	13	0	4	2	6	13	11	2	0	0
2872245	1	2	4	10	9	0	4	0	6	9	10	0	0	1
2872246	7	3	7	15	11	2	3	1	2	13	12	3	0	1
2872252	4	2	2	5	15	2	2	0	6	17	4	1	2	1
2872251	10	1	15	10	8	0	0	7	1	8	10	0	1	0
2872254	1	4	5	12	8	4	7	0	9	12	10	2	1	5
2872253	12	1	6	12	13	1	2	10	5	14	11	1	1	1
2872258	8	1	11	14	8	2	2	5	4	10	13	1	0	1
2872259	4	3	2	9	14	1	3	2	5	15	9	0	2	1
2872257	2	2	2	8	8	0	7	1	2	8	6	2	1	0
2872260	3	3	10	18	3	1	3	2	7	4	12	6	0	2
2872262	4	2	2	11	11	3	3	2	6	14	11	0	2	0
2872256	14	1	12	8	9	4	4	14	1	13	8	0	3	4
2872263	2	1	7	20	16	1	2	1	2	17	10	10	4	3
2872264	7	2	3	10	11	3	2	7	7	14	10	0	3	1
2872255	5	2	5	19	7	0	3	4	4	7	13	6	2	1
2872274	2	2	4	11	9	3	2	1	3	12	9	2	6	1
2872261	8	3	10	10	5	2	4	6	4	7	6	4	2	2
2872266	6	3	6	15	15	5	5	4	3	20	12	3	5	2
2872265	6	2	3	16	9	5	2	5	5	14	13	3	1	2
2872270	4	3	6	11	10	1	6	2	5	11	9	2	2	1
2872267	6	2	8	13	8	1	2	4	1	9	8	5	0	0
2872271	3	5	4	11	10	4	6	2	5	14	10	1	2	2
2872272	3	2	6	19	9	1	2	2	3	10	17	2	2	5
2872273	12	2	12	10	13	6	3	7	6	19	7	3	1	0
2872269	5	6	2	11	17	4	7	4	8	21	11	0	4	2
2872275	2	7	6	18	7	4	7	1	4	11	16	2	0	0
2872276	4	1	4	19	13	3	2	2	6	16	19	0	2	2
2872268	3	1	12	10	7	1	2	2	1	8	10	0	1	3
2872277	3	2	1	13	11	2	5	2	3	13	3	10	0	0
2872279	3	5	2	6	14	1	10	3	5	15	5	1	0	0
2872282	4	3	4	15	11	2	4	4	1	13	11	4	2	2
2872280	1	4	1	9	9	5	4	1	7	14	9	0	2	0
2872278	2	8	4	10	13	2	8	1	9	15	10	0	1	2
2872283	4	3	9	9	12	3	8	3	9	15	9	0	1	0
2872281	5	2	5	10	16	1	2	5	7	17	6	4	1	1
2872284	9	4	10	11	5	3	4	7	2	8	10	1	1	1
2872290	2	3	6	13	12	0	6	2	4	12	13	0	3	2
2872286	5	2	7	11	13	1	2	4	5	14	9	2	2	1
2872287	3	6	8	13	14	2	6	3	2	16	11	2	4	2
2872285	2	3	2	12	5	2	7	2	3	7	8	4	1	1
2872288	9	2	8	18	8	3	2	7	4	11	16	2	1	3
2872293	4	3	8	18	11	4	8	3	7	15	14	4	4	2
2872292	1	4	7	14	11	1	7	1	9	12	13	1	2	1
2872291	11	1	5	21	12	4	2	6	1	16	19	2	2	4
2872294	5	1	6	7	13	1	3	4	3	14	6	1	1	3
2872289	6	2	6	10	11	1	3	3	3	12	10	0	2	3
2872295	5	6	7	12	9	3	9	2	8	12	11	1	1	0
2872304	0	5	2	8	8	2	5	0	7	10	4	4	3	0
2872296	3	2	6	9	7	7	2	2	4	14	9	0	0	0
2872300	6	1	9	11	16	3	2	5	1	19	8	3	2	1
2872299	5	0	4	9	9	4	0	1	6	13	7	2	0	1
2872301	5	6	1	10	9	0	7	2	11	9	8	2	1	0
2872297	1	4	4	11	9	5	7	2	4	14	10	1	1	2
2872302	2	4	6	12	12	1	5	1	3	13	11	1	2	3
2872303	5	1	6	12	14	2	4	2	3	16	12	0	1	1
2872305	11	2	7	15	10	1	5	8	4	10	13	2	3	4
2872312	6	4	3	14	8	1	6	1	8	9	13	1	0	2
2872306	8	1	13	11	8	2	1	6	1	10	9	2	0	1
2872298	3	4	4	14	19	0	6	1	6	19	8	6	3	2
2872308	8	5	8	11	12	2	6	7	5	14	9	2	2	4
2872310	7	0	12	15	9	0	2	5	2	9	14	1	3	7
2872309	9	4	4	7	6	3	4	4	2	9	7	0	0	1
2872314	2	1	10	14	14	1	1	2	2	15	13	1	2	0
2872313	2	5	8	23	9	3	6	0	8	12	17	6	3	3
2872311	1	6	3	10	11	4	7	1	8	15	5	5	1	0
2872307	2	6	5	10	11	1	9	0	4	12	7	3	1	1
2872323	4	1	1	12	14	2	4	2	8	16	10	2	4	2
2872321	2	3	3	12	12	2	4	2	6	14	10	2	2	2
2872315	7	0	4	17	7	0	1	5	4	7	12	5	0	0
2872318	1	4	5	16	10	1	4	1	4	10	12	4	2	1
2872317	2	4	7	12	16	4	4	2	8	20	10	2	5	4
2872320	3	3	10	15	12	1	3	3	7	13	13	2	2	4
2872319	6	1	7	6	5	5	1	4	1	10	3	3	3	2
2872316	12	1	7	10	4	3	1	7	0	7	8	2	1	1
2872324	3	4	5	11	15	0	5	2	6	15	9	2	3	3
2872326	6	7	5	9	10	2	8	4	12	12	9	0	2	1
2872329	5	1	4	6	5	4	1	2	1	9	5	1	1	1
2872327	4	3	3	14	4	1	5	3	9	5	12	2	0	0
2872322	8	0	7	11	11	3	1	7	1	14	8	3	0	2
2872328	0	4	6	11	11	1	6	0	6	12	10	1	2	0
2872332	4	6	10	11	12	1	7	4	5	13	11	0	3	1
2872331	3	3	4	11	9	1	5	2	7	10	11	0	0	1
2872334	5	1	3	11	12	1	3	3	4	13	10	1	3	2
2872333	2	3	6	11	12	4	5	2	5	16	9	2	2	2
2872330	9	3	9	15	8	1	4	5	1	9	12	3	1	1
2872337	3	1	3	16	15	0	1	2	2	15	12	4	0	3
2872325	6	5	10	15	10	2	7	4	8	12	12	3	3	2
2872338	2	1	7	15	6	0	5	1	3	6	11	4	1	1
2872336	7	1	6	16	13	5	1	7	3	18	13	3	2	3
2872344	4	1	9	19	8	3	1	2	6	11	17	2	0	0
2872335	5	3	4	14	8	0	4	3	5	8	10	4	2	2
2872341	4	2	4	11	11	2	3	3	5	13	11	0	0	3
2872343	4	2	5	18	11	1	4	2	4	11	15	3	0	5
